0.22045,7.2539e-05,0.00010302,3.18e-06,0.00023901,0.00085355,0.002089,2.012e-05,3.546e-05,0.11554,0.59723,0.00028417,0.00059218,0.00025663,0.00046682,3.766e-05,2.166e-05,1.962e-05,0.10634,7.01e-05,7e-05,0.00017132,0.0010095,6e-08,0.00014896,0.22555,0.15016,0.00051099,0.0511,5.394e-05,7.5619e-05,6.726e-05
3.0244,3.4655,2.2279,1.7606,1.8138,4.3825,4.1256,2.0038,3.0158,2.793,2.4018,3.9254,5.0341,4.4457,2.1821,2.7142,2.0899,1.3084,2.1156,2.3753,3.9325,2.359,4.3898,1.8824,3.6137,2.3004,2.445,3.0401,1.5385,2.2018,2.3891,2.8653
0.94776,1.4579,0.65698,0.27382,2.751,0.93616,0.91414,0.69643,0.85202,0.62693,0.6685,6.2461,0.94991,0.80008,0.63035,0.66074,0.58479,0.40323,1.1409,1.1942,0.97165,2.3814,2.5881,0.55545,0.74239,0.79653,0.53204,1.1772,1.0625,0.76453,0.76122,0.84447
2.1072,2.0168,1.3928,1.1769,1.4678,2.36,2.3409,1.3099,1.7904,1.5702,1.2529,3.3302,2.4896,1.836,1.1833,1.5049,1.1657,0.90578,1.3946,1.5384,2.4116,1.4612,3.1252,1.3393,2.1527,1.6834,1.2079,1.6094,1.4387,1.5658,1.75,1.6149
2.4383,2.5841,2.4561,2.5111,2.6543,3.1421,3.0117,1.8248,2.936,2.2421,2.3246,4.0871,3.1434,2.3946,1.9794,2.4732,1.7707,1.6985,2.3569,2.029,3.1126,2.1836,4.5337,2.1349,2.873,2.4789,1.8498,2.2888,2.2462,2.3274,2.8863,2.5563
5.1264,5.5444,5.8805,6.6419,6.3473,5.768,5.9449,4.1624,6.9009,5.1756,5.551,7.7132,6.2757,4.804,4.5181,5.6029,4.141,2.5655,5.675,4.4934,5.92,4.8411,10.791,4.962,5.7568,5.6998,4.4012,4.494,5.1469,4.7389,6.7176,5.7207
1.7052,1.1509,0.69986,1.8062,0.42485,0.92332,1.2372,0.76291,0.56072,1.0824,0.82182,0.61948,1.743,2.4792,1.3587,0.74029,0.63365,0.58518,0.76185,0.71041,0.87649,0.78566,0.5351,0.80907,1.226,0.74179,0.88073,0.783,0.25288,1.2741,0.74139,1.1341
1.0268,1.4326,0.93026,0.87459,1.0587,1.0333,1.4318,0.79732,0.71461,0.86866,1.2227,0.97853,1.0354,0.88082,0.98544,0.81825,0.74108,0.4234,0.83722,1.1275,0.96885,0.61303,1.1156,0.52199,0.88634,1.0845,0.84567,0.96574,1.0312,0.72766,0.83235,1.178
1.7625,1.8835,2.0574,2.2328,1.5221,1.9823,1.7138,1.8372,1.9556,2.0429,1.7546,1.2592,1.5862,1.4816,1.458,2.4102,2.1151,1.1594,1.9231,1.5425,2.111,1.4335,1.1778,1.6746,1.6029,1.888,1.8397,1.6758,2.3292,1.9848,2.6087,1.8814
1.296,1.2605,1.4164,1.7288,0.949,1.3513,1.1768,1.3555,1.4835,1.4618,1.3652,0.85192,1.1199,1.4372,1.1564,1.5613,1.5731,0.81571,1.2268,1.1055,1.3262,1.2429,0.6399,1.1816,1.1228,1.3964,1.3792,1.2323,1.7432,1.3633,1.689,1.2962
1.8021,1.8464,2.0167,2.2296,1.4787,1.9581,1.6974,1.8587,1.9701,2.1471,1.7531,1.2816,1.545,1.3599,1.4903,2.3045,2.2391,1.2279,1.8695,1.5628,2.0637,1.4517,1.2041,1.7748,1.589,1.8893,1.8492,1.7244,2.2744,1.9227,2.5033,1.8943
1.3109,1.2475,1.4041,1.7251,0.95516,1.3697,1.1956,1.2595,1.4793,1.461,1.3481,0.87309,1.1026,1.3041,1.1702,1.5652,1.6038,0.84767,1.2391,1.0854,1.3255,1.0821,0.63704,1.2078,1.1074,1.2609,1.4104,1.2563,1.7326,1.4096,1.678,1.2911
1.5538,1.7017,1.8842,2.0036,1.4057,1.8068,1.5791,1.6712,1.7666,1.8625,1.5801,1.4562,1.4991,1.3163,1.3713,2.1929,1.8636,1.0221,1.7136,1.45,1.909,1.299,1.8667,1.5358,1.4836,1.7129,1.6713,1.5584,2.1642,1.848,2.3459,1.729
1.2214,1.1835,1.3476,1.6289,0.89289,1.2882,1.1238,1.2763,1.4079,1.3729,1.2836,0.79945,1.0513,1.3545,1.0889,1.4904,1.4753,0.76579,1.1667,1.0384,1.2658,1.1673,0.60019,1.1208,1.0684,1.3249,1.3098,1.1689,1.6429,1.2806,1.6081,1.2339
1.8823,1.925,2.1156,2.3441,1.5473,2.0501,1.7724,1.9454,2.0708,2.2382,1.8323,1.3402,1.6106,1.4284,1.5542,2.4147,2.3452,1.2835,1.9621,1.6196,2.169,1.5076,1.2646,1.8533,1.6595,1.9769,1.925,1.8003,2.3842,2.0111,2.632,1.9898
1.3841,1.3102,1.4939,1.8448,1.0098,1.4518,1.2607,1.3335,1.5809,1.5344,1.4266,0.92283,1.1594,1.3946,1.234,1.6609,1.7018,0.8954,1.3188,1.1274,1.4146,1.131,0.67713,1.2728,1.1679,1.334,1.4816,1.3254,1.8429,1.4925,1.7928,1.3769
1.1368,1.0829,1.455,1.9119,0.91079,1.4242,1.1623,1.1374,1.3646,1.2939,1.1804,0.7567,1.042,1.1759,1.0485,1.6904,1.3365,0.70907,1.2816,0.98656,1.4041,0.90798,0.55071,1.1416,1.1186,1.196,1.2766,1.1953,1.747,1.2356,1.7987,1.2445
1.5644,1.9017,2.1143,2.1463,0.74266,2.0568,1.8591,1.2535,2.0701,2.0107,1.2829,0.9969,1.862,1.4529,1.6305,2.3115,1.3335,1.8382,1.3082,1.9717,1.5838,2.3015,0.77021,2.4449,1.7335,1.2146,2.0599,2.1117,1.0417,1.4192,2.203,1.5829
1.0281,1.875,1.7309,2.1041,2.5652,1.702,1.3425,1.0669,1.2641,1.347,1.1687,1.3661,1.8301,1.6003,0.94816,1.8922,1.2039,1.1644,1.0276,1.2043,1.637,0.72063,0.52486,0.946,1.6023,1.1702,1.2023,1.808,3.3914,1.4809,1.964,1.5227
1.0281,1.875,1.7309,2.1041,2.5652,1.702,1.3425,1.0669,1.2641,1.347,1.1687,1.3661,1.8301,1.6003,0.94816,1.8922,1.2039,1.1644,1.0276,1.2043,1.637,0.72063,0.52486,0.946,1.6023,1.1702,1.2023,1.808,3.3914,1.4809,1.964,1.5227
0.97467,2.1831,0.9336,0.56083,1.2281,1.7382,0.86725,1.2466,1.0073,1.3372,0.83814,0.45464,0.85066,1.1436,1.6453,0.9464,0.97608,0.69066,1.2828,1.0572,1.6373,1.2136,0.12544,1.0991,1.4552,0.9223,0.56483,1.3302,0.64255,0.67006,1.2601,1.0767
0.48842,0.51815,0.6799,0.75064,0.21256,0.70856,0.91387,0.36129,0.68491,0.54371,0.49303,0.2693,0.63725,0.78309,0.4734,0.67394,0.33956,0.50031,0.48795,0.52924,0.60604,0.62005,0.197,0.66065,0.84723,0.393,0.58443,0.6475,0.2789,0.39595,0.69194,0.49298
0.014431,0.2559,0.16364,0.0035779,3.0739,0.98215,4.0318,0.38518,0.081073,0.84374,1.4643,0.001545,2.1028,2.0185,0.018435,0.0085732,0.0013915,0.13772,0.60583,0.022703,0.96037,0.032347,0.070678,0.1355,4.1202,0.050351,0.0074247,0.3437,0.1632,0.0058906,0.41942,0.66058
2.1806,1.7704,2.0386,0.58369,3.6329,1.3054,1.2114,2.3293,2.2204,1.8177,2.4822,1.6904,2.9267,4.2943,2.9492,1.3362,2.5228,0.49345,1.461,2.0886,1.4741,0.83813,0.99097,0.90275,1.2796,3.4625,1.8846,0.89439,1.0701,0.97438,1.338,2.4378
2.1806,1.7704,2.0386,0.58369,3.6329,1.3054,1.2114,2.3293,2.2204,1.8177,2.4822,1.6904,2.9267,4.2943,2.9492,1.3362,2.5228,0.49345,1.461,2.0886,1.4741,0.83813,0.99097,0.90275,1.2796,3.4625,1.8846,0.89439,1.0701,0.97438,1.338,2.4378
3.6197,3.5231,3.5711,3.814,3.8673,3.6444,4.5686,2.4423,4.2489,3.098,3.4176,4.4,4.6489,4.3297,2.9474,3.3193,2.426,1.7927,3.3186,2.8295,3.7456,3.226,6.4848,2.8875,4.3769,3.3086,2.7087,2.9014,3.2615,3.1049,3.9411,3.5588
3.7145,3.618,3.6565,3.8983,3.9611,3.7203,4.6564,2.5185,4.3355,3.1752,3.4902,4.5447,4.7842,4.4193,3.0117,3.4124,2.5228,1.849,3.3938,2.8976,3.8228,3.2754,6.5856,2.9664,4.4718,3.3847,2.765,2.9612,3.437,3.1908,4.0383,3.652
3.0383,2.4858,2.2407,2.1864,2.3895,2.44,3.5528,1.4084,2.4914,1.9358,2.5712,2.8013,3.8227,3.58,2.0701,1.8021,1.3822,1.1044,1.7517,1.79,2.4407,1.9949,4.9381,1.5866,3.4284,1.9876,1.5818,2.0153,1.9735,1.9797,2.2071,2.3183
3.5402,3.3245,3.3668,3.5632,3.7085,3.5229,4.3756,2.2949,4.1391,2.9277,3.2301,4.1717,4.4725,4.2483,2.7512,3.1168,2.2659,1.9711,3.1,2.77,3.5554,3.1512,6.2621,2.8389,4.2036,3.0946,2.5312,2.8286,3.1177,2.9295,3.7323,3.3293
2.0239,2.4256,1.7531,1.3737,1.9334,2.3009,2.7538,1.6208,1.5762,1.5083,1.6274,2.5105,3.4885,3.0701,1.5761,1.8867,1.516,0.9976,1.5381,1.6588,2.2561,1.3646,1.8666,1.3125,2.6417,1.7103,1.6609,1.6932,1.5871,1.7093,1.9254,1.751
3.514,1.3775,0.31398,0.48618,0.38029,1.2505,1.1088,0.53022,1.7693,1.4296,1.514,0.67051,0.43458,4.3795,1.8438,0.28402,0.49858,0.33622,0.96944,0.49253,1.322,0.6306,0.74929,0.549,0.59854,0.52842,0.90584,0.50594,0.31118,0.29099,0.70284,0.48898
4.6449,5.0094,5.2891,5.9504,5.7125,5.1821,5.3535,3.7728,6.1834,4.658,4.9811,6.9965,5.7147,4.3574,4.0597,5.0574,3.7837,2.3368,5.0981,4.0468,5.3149,4.3171,9.615,4.4741,5.1969,5.1208,3.9456,4.0387,4.8111,4.29,6.0401,5.1618
2.5794,1.8236,2.187,1.604,1.5235,2.4892,2.5624,2.7946,1.3162,1.3071,1.5639,2.3621,1.1185,0.91314,1.2238,2.2209,2.2955,0.93204,1.1351,1.4815,2.5637,1.4197,1.6006,0.9851,2.4054,1.6594,2.4875,2.0428,1.8113,1.2122,2.0843,1.7095
2.7735,1.72,1.8283,4.8854,1.4316,1.6637,2.0508,1.1817,2.5115,1.7872,2.48,0.58634,1.381,0.90154,2.3414,1.8757,2.1909,1.991,1.8395,1.1932,1.4827,1.206,0.16577,1.1595,1.5773,1.5356,2.4069,1.516,4.5408,2.7521,1.9553,2.2648
2.1528,1.5566,2.0155,3.3776,1.1381,1.9592,2.0512,1.6492,2.7188,2.0568,2.2334,1.148,1.3818,1.2024,1.8283,2.225,2.1558,1.0801,2.1101,1.3812,1.8497,1.7423,0.75651,1.7969,1.7757,1.6681,2.1531,1.844,1.9016,1.9685,2.5473,2.0239
3.5082,1.7116,2.2906,0.98664,0.18216,3.043,1.7798,2.5304,3.3842,2.5734,2.514,0.16015,2.3461,1.8475,2.0418,1.1587,2.2316,2.5232,2.043,3.0583,2.3485,3.1768,0.17465,3.0027,1.8797,3.8918,1.3486,2.4612,3.1616,2.1256,1.7227,3.6591
3.2539,2.7681,1.8229,1.97,1.0698,1.6098,1.3195,1.7084,2.3017,1.7035,1.5815,3.8005,2.0922,2.5255,1.5348,1.3536,1.569,0.72407,1.9262,2.0065,1.7106,1.2595,4.4024,1.0861,1.2649,2.0894,1.373,1.1937,0.95354,1.8619,1.5648,2.0576
2.7503,1.0556,1.3398,2.6476,1.5205,2.2751,0.89521,1.12,2.2986,1.1518,1.3235,2.6147,1.0413,2.5976,1.136,0.78667,0.90647,0.44425,1.9305,2.1489,1.8489,2.0757,6.5403,1.6177,0.79493,1.6398,1.3826,1.4963,0.98503,1.5474,0.79682,1.814
4.0288,5.8085,5.2306,4.393,5.5325,5.9998,6.085,3.673,5.7376,4.5083,4.3257,6.3201,6.1752,4.8689,3.7322,4.5496,3.0989,1.8589,5.0463,3.8906,6.4454,3.4005,10.832,3.945,5.978,4.9494,3.6289,4.3824,3.6064,3.7356,6.3748,4.5459
2.1469,2.0624,1.5763,2.1798,1.8897,1.8338,2.4357,1.2313,1.7517,1.9061,2.0129,2.356,2.342,2.6266,1.3499,1.4684,1.4328,1.2987,1.3881,1.6318,1.9389,1.4836,2.3285,1.3319,2.0192,1.7202,1.3777,1.4852,1.5075,1.7093,1.6601,1.7818
3.3302,1.612,1.6949,1.0523,1.4783,2.681,2.0294,1.4039,2.1227,1.4459,1.7495,3.0808,1.8709,4.3545,1.6327,1.582,1.6359,1.1395,2.0625,1.6603,2.6043,1.4373,3.9806,1.2051,1.7337,1.731,1.1797,1.4067,1.1689,1.4277,1.7192,1.8246
1.6638,2.8311,1.9041,1.206,1.3122,2.2201,3.1814,2.1626,1.786,2.967,2.2101,2.7452,3.1211,2.8403,2.1908,2.3482,2.1995,1.2818,2.1053,2.137,2.6279,2.0477,1.2491,2.3029,2.6235,2.4778,2.1457,2.0778,1.6601,2.9291,2.3632,2.205
3.5527,2.0077,2.1105,0.86377,1.4157,3.7772,2.5715,1.9251,2.506,2.0606,2.4333,2.6283,2.4268,4.8773,1.8311,1.6108,2.0433,1.3198,2.5468,2.293,3.5489,1.4786,3.1395,1.2478,2.3221,2.0465,1.2449,2.2135,1.1562,1.8353,1.8076,2.3815
1.0979,1.4612,1.6335,0.64754,0.92924,1.7233,1.8343,1.4661,1.284,1.7167,1.6083,3.2992,1.8558,0.94893,1.4778,1.361,1.6643,0.8498,1.2071,1.4488,1.6827,1.323,0.62625,1.6456,1.8839,1.2517,1.7194,1.5399,1.2905,2.0387,1.3065,1.3851
1.8412,2.221,1.6701,1.06,2.116,2.2493,2.9219,2.0121,2.0663,2.8058,2.1625,2.5877,2.0335,1.7746,1.5196,1.9478,2.6866,1.3746,1.5395,2.1369,2.3727,1.6225,1.6928,1.3994,2.371,2.2129,1.7718,1.6428,2.1419,2.2159,2.1697,2.3981
1.9712,2.0433,1.8765,1.6256,1.5601,2.1981,2.5001,1.8012,1.0978,2.3575,1.9465,1.4878,2.3136,1.9772,2.101,1.7077,2.4692,1.5811,0.99423,1.8603,2.406,1.7513,0.60295,0.90512,2.253,1.1865,0.89107,2.0177,1.7049,1.0723,1.266,1.2159
3.4844,2.526,2.4871,1.9038,1.9485,3.4468,2.8771,2.2179,2.4076,2.0926,2.988,2.1585,2.1275,3.2066,1.7483,1.5542,1.9729,1.8395,2.4346,2.7054,3.5107,2.7084,1.7606,1.2948,2.7534,2.1709,1.5894,3.3328,2.9207,2.5198,1.9485,2.3841
2.4964,1.9756,1.808,1.6301,1.5877,2.3963,1.9573,1.6549,1.7864,1.5313,2.0411,1.6914,1.6026,2.3423,1.2867,1.28,1.5422,1.3941,1.8062,2.0026,2.3833,1.9375,1.3108,1.0959,1.937,1.6038,1.2231,2.0548,2.1797,1.9028,1.4223,1.7647
3.3521,2.4192,2.3551,1.879,1.8812,2.9778,2.32,2.0173,1.9708,1.8068,2.5726,2.0685,2.396,2.8687,1.7096,1.6726,1.8376,1.6319,2.327,2.408,2.9981,2.3164,1.5935,1.1802,2.3548,2.0169,1.9357,2.5573,2.5786,2.3834,1.7991,2.1703
0.96794,1.0648,0.68754,0.76678,0.6976,0.80008,0.91557,1.7803,1.1029,2.8967,1.602,1.2302,5.9708,0.77099,0.93826,1.7228,1.7854,1.7817,2.5911,1.2808,0.7088,1.1007,0.86224,0.97852,0.72324,0.99128,1.6537,0.79842,3.002,1.2468,1.386,1.3287
3.5527,2.0077,2.1105,0.86377,1.4157,3.7772,2.5715,1.9251,2.506,2.0606,2.4333,2.6283,2.4268,4.8773,1.8311,1.6108,2.0433,1.3198,2.5468,2.293,3.5489,1.4786,3.1395,1.2478,2.3221,2.0465,1.2449,2.2135,1.1562,1.8353,1.8076,2.3815
3.5266,3.9474,3.6388,3.9344,4.0819,4.3666,4.2201,2.6009,4.2451,3.2528,3.4667,5.6804,4.674,5.0721,2.8272,3.4385,2.5781,1.7724,3.5176,3.0161,4.3561,3.423,7.1371,3.0521,4.0691,3.6513,2.7192,3.235,3.5291,3.0103,4.1161,3.8505
3.3726,3.7502,3.4998,3.815,3.9444,4.4749,4.2364,2.4887,4.2434,3.2321,3.3494,5.5966,4.5607,5.5381,2.6684,3.3314,2.536,1.7055,3.2693,2.9998,4.5,3.4092,6.7641,3.0926,4.1157,3.4686,2.6083,3.1942,3.3342,3.0496,4.0311,3.6948
1.28,1.4166,0.90525,1.0212,0.90343,1.0346,1.2099,2.3738,1.4706,3.8581,1.917,1.6388,2.404,1.0265,1.2473,2.2756,2.3788,2.3712,3.4529,1.6848,0.94181,1.4603,1.1497,1.2997,0.95382,1.3217,2.2019,1.0423,3.997,1.1796,1.8417,1.7538
1.097,1.0644,0.61681,0.61264,0.86981,0.99582,0.9722,0.47816,0.80485,0.8505,0.71469,1.2969,6.8056,3.8176,0.70348,0.67699,0.97252,0.66346,0.90356,1.5339,0.92822,1.3778,0.93948,0.7889,0.92607,0.45832,0.61654,1.0094,0.76017,0.96344,0.74211,0.51121
4.1404,4.2002,2.7563,1.8678,3.414,3.1899,2.9868,3.5548,3.0301,4.2145,4.3552,4.3516,3.9483,2.4619,3.8711,3.1533,5.1803,2.8915,3.3691,4.1268,2.4259,4.0353,1.6563,3.4009,3.2574,3.3929,3.5469,3.2015,2.5374,3.8176,2.6671,4.0588
1.1362,1.1948,1.9149,2.2209,0.78122,2.034,2.4595,1.6433,1.2648,1.264,1.3309,1.4319,1.4845,1.4393,1.4059,2.3363,1.539,0.49213,1.039,1.1667,1.8623,1.8838,2.2481,1.9981,2.3401,1.4081,2.6029,1.566,1.7961,1.7632,2.4069,2.2619
0.090828,0.048741,0.14639,0.18297,0.032245,0.28502,1.7553,0.066981,0.030113,0.55948,0.059331,0.053189,0.31302,0.036673,0.065544,0.059943,0.12621,1.4467,0.028771,0.048832,0.35905,3.914,0.066859,0.099947,1.8044,0.054648,0.11151,0.087069,0.11649,0.052169,0.14334,0.032201
0.97516,1.0275,0.94822,0.96046,1.2354,1.0926,2.4621,0.94621,1.4009,1.1254,1.0746,1.3897,2.525,2.6031,0.83119,0.83411,1.0259,0.88008,0.84414,1.096,0.91275,1.0233,1.9084,1.0159,2.4764,1.0424,0.83062,1.0136,0.81402,1.0901,0.95474,1.0445
2.597,2.596,2.0323,2.7349,3.0376,2.2592,2.7909,1.6926,2.8429,1.9841,2.3707,3.9507,2.4788,2.2392,1.6649,1.9198,2.1058,1.1165,1.789,2.1294,2.2712,1.8943,4.6336,2.0405,2.4366,2.3765,1.8061,1.999,2.5091,2.1636,2.1351,2.4404
4.0516,3.77,3.6782,4.0454,4.3788,3.8469,3.9598,2.662,4.6162,3.2678,3.4155,5.5935,4.352,3.6878,2.8081,3.4531,2.6323,1.9583,3.4915,3.0805,3.8556,3.5605,7.0929,3.2465,3.8571,3.509,2.716,3.0107,3.3546,3.0611,4.2139,3.5231
2.2027,1.994,1.8557,1.8808,2.0256,2.3114,2.2719,1.458,2.3199,1.8909,1.7225,2.4488,2.6171,2.8209,1.5411,1.8696,1.6272,1.5763,1.7769,1.6923,2.2445,1.7362,2.8686,1.706,2.1402,1.7648,1.4863,1.9393,1.9637,1.915,2.0981,1.951
1.755,1.4613,1.5048,1.4505,1.19,1.5814,1.3385,1.6799,1.7796,1.7036,1.6956,1.6391,3.6918,3.3326,1.493,1.6711,1.5399,0.81456,1.1773,1.7136,1.6293,1.1951,1.6852,2.365,1.1379,1.5206,1.248,1.5686,0.96287,1.9851,1.7452,1.7938
2.7065,2.781,2.5543,2.5949,2.8631,2.9401,4.0104,2.0285,3.1374,2.6636,2.6811,3.5841,3.9529,4.4737,2.1059,2.2692,2.045,1.2542,2.3473,2.4695,2.8842,2.4968,4.3004,2.4571,3.8789,2.5416,1.897,2.3396,2.2863,2.6668,2.8392,2.75
2.1484,2.1008,2.0626,2.2309,2.1427,2.4027,2.5744,1.6563,2.438,2.1845,1.9382,2.3852,2.8735,2.957,1.7485,2.0561,1.8341,1.5463,1.9149,1.8595,2.3626,1.7138,2.8385,1.9647,2.4772,1.9448,1.6681,2.0185,1.9706,2.209,2.3062,2.179
